fc_prime,arm,eccentricity,fpe,area,Axial,Moment,Shear,Pass1,Pass2,Pass3,ComRatio
30,350,1,150,1500,2689.11,135.76,109.573684,2.739174,0.472866,0.092543,0.084744
28,250,0.1,800,2000,885.33,90.48,94.091416,-8.352939,1.675822,1.252002,0.842285
60,200,0.2,50,500,1619.34,10.16,45.952272,-0.053139,0.02601,0.064021,0.033036
40,300,0.8,150,1500,2623.98,101.26,101.307249,2.36702,0.400685,0.112303,0.087546
28,400,0.1,150,750,3042.27,41.62,95.46126,-0.222281,0.045389,0.083535,0.041669
70,400,0.1,400,1500,7322.93,169.19,181.579705,-0.749176,0.096874,0.14468,0.063184
70,250,1,400,1500,2889.32,204.05,115.572893,9.413537,1.058401,0.067272,0.145167
40,350,0.4,1000,500,3013.48,180.4,98.39355,1.032548,0.386132,0.231874,0.101247
60,250,0.8,500,1000,2394.84,154.25,96.000136,6.193901,0.854638,0.139605,0.137797
70,375,0.1,800,750,6204.07,180.51,140.629003,-0.855455,0.110393,0.181814,0.065664
28,225,0.6,100,1250,1204.47,38.68,59.853633,1.767338,0.44993,0.210242,0.137057
30,200,1,800,2000,530.17,0.85,71.509453,60.042658,10.27363,-4.557365,0
70,250,0.8,50,1250,3090.82,48.73,86.162783,0.716614,0.091555,0.092335,0.040234
30,400,1,50,1000,3357.54,79.26,104.061412,0.465038,0.080435,0.081989,0.032203
30,200,0.2,1200,1000,426.17,67.52,59.857901,-3.587768,2.499051,1.085857,0.904063
30,375,0.2,400,500,2744.32,63.27,83.839897,-0.151867,0.11699,0.125407,0.057348
50,400,1,50,500,5262.23,74.61,96.933207,0.180027,0.024124,0.05568,0.017821
60,275,0.4,0,750,3085.14,21.73,74.741174,-0.000215,-1.70E-05,0.049936,0.021291
60,275,0.4,800,1750,2669.14,319.25,157.188039,3.799261,1.16987,0.529112,0.290216
28,200,0.8,1000,750,532.96,160.92,53.830901,21.269142,4.288155,0.401043,0.615149
40,200,0.4,1000,1000,776.23,140.81,69.379636,6.182744,2.375364,0.864167,0.574677
50,300,1,200,1250,3101.22,123.28,103.681476,3.215544,0.429008,0.071783,0.073365
30,300,0.6,0,1500,2172.73,33.7,82.844571,-0.00028,-3.10E-05,0.119053,0.04363
40,275,0.1,1000,1000,1692.76,149.5,110.566886,-3.581409,0.604011,0.751162,0.304467
28,225,0.2,50,750,1093.97,12.76,47.4257,-0.089548,0.065895,0.122316,0.064905
30,200,0.2,50,1000,1024.17,13.73,47.077272,-0.149886,0.104085,0.176708,0.096364
50,225,0.1,1000,1750,1206.48,147.16,105.577708,-8.522562,1.272002,1.246625,0.632175
50,200,1,200,500,1334.28,33.8,46.684078,2.906502,0.385236,0.0729,0.068932
60,375,0.1,1000,250,5332.63,78.06,86.089897,-0.385092,0.053656,0.090949,0.031456
28,350,0.8,200,1250,2442.23,119.04,102.707127,2.305897,0.467224,0.101132,0.092307
60,325,0.4,800,1500,3861.83,355.55,168.756707,2.342906,0.716955,0.366924,0.1807
60,200,1,100,750,1671.34,33.65,54.689417,1.989872,0.240767,0.095531,0.056838
60,225,0.6,200,1000,2092.58,53.72,73.901748,1.931871,0.33596,0.12254,0.086277
28,325,1,150,250,1933.49,33.4,50.672516,0.548359,0.097898,0.056051,0.026958
40,325,1,1200,2000,2054.55,1021.89,164.879155,29.376685,4.38716,0.189838,0.506964
60,225,0.4,0,1250,2274.58,19.53,69.913288,-0.000261,-2.00E-05,0.082343,0.036019
30,325,0.1,0,1250,2398.91,20.01,85.711875,-0.000259,-2.80E-05,0.055505,0.034412
30,350,1,50,1250,2695.61,73.69,96.397295,0.760707,0.131333,0.105468,0.045098
28,225,0.6,150,500,996.47,22.47,43.330998,1.06025,0.269941,0.119491,0.077081
50,350,0.6,400,1500,4052.84,223.18,144.909453,2.624963,0.499331,0.142136,0.105851
70,300,0.1,150,750,4153.21,35.63,92.275184,-0.254406,0.032528,0.066605,0.033494
28,200,0.6,200,750,844.96,31.93,46.552314,2.680795,0.68328,0.200797,0.165296
60,275,0.1,150,750,3026.64,29.1,79.803674,-0.329164,0.045286,0.084564,0.041875
70,200,1,150,1500,2073.4,74.89,78.186,5.527333,0.619153,0.111158,0.111392
70,200,0.2,1000,1500,1410.4,165.17,103.132468,-2.935864,1.338782,0.998471,0.498029
30,225,0.1,100,250,1007.29,6.79,33.575874,-0.157544,0.030247,0.069232,0.035142
70,300,0.4,1200,1500,3509.71,454.84,190.875243,3.810863,1.08257,0.498729,0.255356
30,400,1,1000,1500,2759.54,870.61,179.087639,13.957297,2.413729,0.227405,0.284034
60,400,0.1,100,500,6273.08,43.82,104.061412,-0.067571,0.009408,0.036078,0.018877
60,325,0.1,0,500,4173.83,19.73,79.567856,-0.000183,-1.40E-05,0.027365,0.016303
70,400,0.6,800,250,7140.93,134.43,94.06849,0.565732,0.09097,0.057137,0.022083
50,400,0.1,1000,1750,4755.23,418.06,224.215072,-2.585127,0.395594,0.52376,0.201365
28,250,0.4,500,750,1132.33,73.88,68.672742,1.795489,0.813073,0.34386,0.215128
30,250,0.8,400,250,1197.42,36.19,41.250068,1.751633,0.341826,0.088597,0.063974
70,200,1,200,2000,2138.4,114.48,92.910824,9.826581,1.100732,0.101331,0.174472
60,300,0.6,800,1000,3305.47,279.98,127.182249,4.350755,0.755568,0.260423,0.144793
70,275,0.4,800,1500,3170.33,291.4,153.133135,3.014914,0.859494,0.423705,0.216483
70,325,0.2,50,1500,5116.46,49.32,124.182438,-0.050718,0.025086,0.061137,0.031672
60,275,0.8,400,750,2929.14,112.7,88.241174,3.069119,0.42385,0.093837,0.076035
28,325,0.6,500,1250,1939.99,195.65,111.888199,4.238607,1.077474,0.24751,0.208881
40,225,0.6,50,1250,1613.89,30.94,63.887383,0.739171,0.157461,0.146945,0.073946
60,350,0.4,0,250,4754.21,25.39,68.953867,-0.00017,-1.30E-05,0.028148,0.011689
40,375,0.1,1200,2000,2965.75,442.32,203.851884,-4.526057,0.772805,0.895145,0.374888
60,325,0.1,50,1750,4518.33,44.89,124.744938,-0.181155,0.025088,0.071982,0.039127
70,200,0.6,100,250,1787.4,13.24,38.580412,0.282356,0.045536,0.054256,0.024523
40,250,0.8,400,750,1639.9,90.72,71.837097,4.551454,0.769163,0.117239,0.128639
50,250,1,100,500,2082.37,34.07,57.14731,0.92795,0.12346,0.070632,0.034369
50,375,0.4,1000,1000,4279.19,364.41,156.795956,1.611289,0.537903,0.298506,0.135213
40,250,0.8,50,500,1704.9,22.1,52.087148,0.379023,0.064072,0.076636,0.031844
28,200,0.2,50,1500,1117.96,18.75,53.522774,-0.232506,0.167303,0.260179,0.147126
30,325,1,400,1000,2112.91,178.55,97.567856,5.653332,0.974901,0.065038,0.133242
30,325,0.6,0,500,2164.91,20.96,63.153049,-0.000259,-2.80E-05,0.05814,0.020851
70,250,0.4,150,500,2850.32,28.64,64.788014,0.226939,0.065033,0.063941,0.032674
60,325,0.8,1200,2000,3393.83,930.89,208.117021,17.55264,2.427823,0.34645,0.336606
40,275,0.6,400,1000,2004.76,110.92,89.863617,3.170608,0.674532,0.173377,0.140367
70,200,0.4,200,250,1774.4,14.61,39.705412,0.233429,0.06785,0.063761,0.032203
40,400,0.4,100,250,4160.39,37.66,71.71709,0.039446,0.01475,0.039226,0.016512
30,375,0.1,0,1000,3004.32,23.01,94.292361,-0.000225,-2.50E-05,0.041424,0.025287
50,400,0.4,0,750,5353.23,45.23,109.673019,-0.000164,-1.40E-05,0.040195,0.017087
60,325,0.2,500,1500,4095.83,168.17,148.506707,-0.546165,0.292795,0.262538,0.122993
40,325,0.8,1000,2000,2262.55,761.26,164.879155,17.914551,3.034776,0.402947,0.42656
30,275,1,800,2000,1217.57,526.88,111.290758,31.65483,5.444825,0.012958,0.649531
40,375,0.1,400,750,3667.75,79.62,107.792361,-0.565927,0.096584,0.144741,0.062642
30,350,0.1,150,1250,2630.61,49.9,102.022295,-0.470868,0.092549,0.146426,0.07259
70,275,1,500,1000,3378.33,207.44,109.10077,6.475783,0.729208,0.086008,0.100999
60,350,0.1,0,1500,5144.21,34.83,125.297491,-0.00017,-1.30E-05,0.03861,0.023428
40,250,0.8,1000,1500,1249.9,416.2,105.30345,22.758426,3.845926,0.414167,0.546076
30,275,0.4,500,1250,1490.57,128.58,98.459137,2.398478,1.044508,0.408369,0.271987
50,325,0.4,150,1000,3582.19,62.35,101.088125,0.32064,0.107528,0.08484,0.045998
70,200,1,400,1750,1904.4,174.94,103.149625,17.19672,1.926295,0.046257,0.259818
70,225,0.6,100,750,2393.67,31.59,65.451289,0.670561,0.107976,0.08075,0.042034
40,250,0.4,1200,250,1483.9,69.65,53.948684,1.201713,0.455316,0.241051,0.108698
50,300,0.8,100,1500,3231.22,86.4,104.9731,1.411345,0.213693,0.099939,0.058288
40,400,0.1,800,1000,3991.39,213.83,148.057959,-1.321361,0.226044,0.324527,0.122463
50,300,0.4,50,2000,3413.22,58.78,112.60851,0.250299,0.084183,0.109821,0.055433
30,375,1,1000,1750,2328.32,916.2,168.449908,18.543099,3.204046,0.238077,0.374888
30,225,0.2,1000,1000,734.29,109.96,70.699429,-2.297504,1.641083,1.101855,0.603296
30,400,0.6,500,1000,3123.54,218.07,124.311412,2.160744,0.530695,0.158538,0.108437
30,400,0.6,150,500,3188.54,56.53,84.182771,0.323932,0.079584,0.059066,0.030362
70,225,0.8,150,250,2257.17,22.37,44.728795,0.531057,0.067791,0.054382,0.024853
30,375,1,50,1500,3121.32,93.52,111.312809,0.794489,0.137293,0.10785,0.046539
40,250,0.2,500,1750,1652.9,118.05,109.178863,-1.379487,0.870361,0.633625,0.343645
70,200,0.6,800,750,1644.4,132.23,81.020052,6.78275,1.093304,0.344506,0.208015
30,375,0.1,800,1250,2562.32,214.42,146.573367,-2.177732,0.429322,0.551513,0.222437
30,400,0.2,150,1750,3481.04,89.93,134.502494,-0.173772,0.134824,0.146385,0.077147
50,400,1,1200,1000,4807.23,712.33,174.710777,8.648985,1.158587,0.123231,0.131884
40,300,0.2,200,1500,2584.98,66.63,104.682249,-0.318032,0.206468,0.197459,0.104127
40,300,0.2,500,250,2285.98,37.67,55.804525,-0.132655,0.086015,0.10853,0.044381
50,350,0.2,150,1500,4247.84,74.67,128.034453,-0.153265,0.090759,0.108337,0.055718
40,350,0.4,800,250,3091.48,90.12,69.236751,0.412894,0.154441,0.122615,0.047958
50,300,0.4,200,1000,3049.22,64.2,94.805782,0.500815,0.168384,0.106545,0.06119
70,400,1,50,250,7238.43,52.78,85.63099,0.076006,0.008611,0.02971,0.008544
50,200,0.8,800,1750,1048.28,283.04,89.098902,29.710839,4.482574,0.293916,0.652386
40,375,0.6,1000,2000,3173.75,770.25,203.851884,8.51974,1.81196,0.478259,0.323216
50,225,0.6,400,250,1596.48,30.73,42.974765,1.057987,0.201564,0.093109,0.050762
28,350,0.2,150,1500,2533.23,65.05,107.312699,-0.204809,0.162069,0.170613,0.090714
28,350,0.4,0,1750,2728.23,39.16,102.312076,-0.000249,-2.80E-05,0.09302,0.040892
60,200,1,200,250,1528.34,21.48,37.829429,1.326484,0.160504,0.057954,0.03561
30,200,0.6,1200,1000,426.17,160.16,59.857901,20.722061,5.102131,0.351912,0.904063
30,200,0.2,400,750,816.17,34.31,54.22828,-0.897252,0.62473,0.481341,0.259818
50,275,0.6,0,1000,2687.95,27.2,77.412735,-0.000236,-2.00E-05,0.075005,0.027085
60,225,0.1,150,2000,2352.58,45.2,95.271078,-1.33393,0.181698,0.262296,0.133427
30,250,0.6,400,750,1249.42,73.34,66.50277,3.321594,0.816319,0.196899,0.167502
60,275,0.6,0,2000,3475.14,44.42,103.645271,-0.000215,-1.70E-05,0.102067,0.037196
70,400,0.4,1000,1000,6958.93,421.81,180.037811,1.198115,0.33752,0.208019,0.089416
40,250,0.6,0,750,1795.9,17.57,58.337097,-0.000289,-2.70E-05,0.080798,0.029234
60,350,0.2,500,1500,4754.21,187.16,159.047491,-0.465972,0.252138,0.23249,0.106774
60,350,0.8,1000,2000,4260.21,893.52,227.907733,12.603013,1.744395,0.31233,0.249583
30,250,0.1,100,1000,1431.42,21.36,62.837097,-0.50467,0.097722,0.16933,0.087549
30,225,0.1,1000,500,838.29,61.7,60.072417,-3.143859,0.605687,0.759357,0.306257
50,375,0.8,150,250,4545.69,55.33,72.114539,0.225163,0.034173,0.046472,0.016572
28,325,0.1,800,1000,1770.99,144.24,113.758866,-2.422356,0.491765,0.619274,0.252556
28,300,0.4,50,1250,1948.59,35.74,78.999797,0.208939,0.093942,0.118801,0.060606
30,200,0.4,1000,750,582.17,105.6,55.758909,5.354312,2.375353,0.864085,0.574677
40,400,1,500,1750,4186.39,491.8,174.412811,7.050889,1.055999,0.081663,0.138511
70,400,0.4,1200,500,7010.93,231.65,134.179582,0.718814,0.202508,0.111211,0.047239
30,225,0.8,50,500,1085.29,16.83,42.010539,0.540679,0.105439,0.100764,0.044999
50,350,0.4,400,750,3974.84,110.29,107.084795,0.554049,0.185337,0.11403,0.0586
28,375,0.4,800,1500,2356.83,372.2,156.65,2.583856,1.152655,0.514153,0.283123
70,300,0.6,500,1750,4068.71,272.17,155.049753,4.405661,0.708346,0.19259,0.141985
28,400,0.4,500,500,2892.77,105.58,90.220591,0.473432,0.210931,0.130227,0.063184
28,350,0.4,0,750,2416.23,23.75,77.137928,-0.000249,-2.80E-05,0.056423,0.024302
28,300,0.4,0,1250,1981.09,24.27,76.187297,-0.00029,-3.30E-05,0.09187,0.040229
70,200,0.1,1000,1500,1410.4,135.58,103.132468,-7.909149,0.990155,1.093465,0.498029
60,300,1,1200,2000,2785.47,981.61,184.305989,28.181314,3.432196,0.217651,0.39626
40,200,0.1,100,1500,1374.23,22.98,63.228824,-1.046604,0.173247,0.276457,0.147126
28,325,0.1,500,1000,1926.99,88.99,100.258866,-1.514073,0.307342,0.383608,0.170136
50,275,0.1,0,2000,2999.95,24.55,97.533934,-0.000236,-2.00E-05,0.067698,0.042362
40,250,1,500,1000,1613.9,166.6,86.708283,10.3774,1.543497,0.082285,0.201644
60,400,0.6,150,2000,6611.08,178.87,175.115543,0.916666,0.159204,0.083124,0.048836
50,400,0.8,1000,2000,4703.23,1031.54,242.086048,10.555196,1.602348,0.294512,0.22917
60,200,0.1,150,1250,1768.84,26.59,69.277469,-1.068113,0.144378,0.217524,0.108674
40,400,0.6,400,250,4121.39,82.4,75.09209,0.374105,0.07959,0.066865,0.025942
40,300,0.1,1200,2000,1648.98,278.68,146.64142,-7.174746,1.214859,1.210919,0.594499
40,250,0.2,100,750,1756.9,21.16,61.712097,-0.118506,0.074578,0.105092,0.054239
50,300,1,800,1250,2711.22,445.19,137.431476,12.862827,1.716087,0.18552,0.211794
50,250,0.8,50,250,2023.87,17.43,44.134524,0.169375,0.025618,0.054128,0.01972
50,250,0.6,1200,1250,1562.37,360.25,114.261255,12.865508,2.449045,0.566914,0.432319
70,325,0.6,150,2000,5155.46,136.43,146.46579,1.286663,0.206869,0.098054,0.060462
40,300,0.8,1000,1250,2012.98,462.88,132.088151,13.151213,2.226133,0.359786,0.317982
60,400,0.2,150,1000,6377.08,75.73,135.024341,-0.070279,0.038516,0.05985,0.030362
40,275,0.8,1200,2000,1276.76,660.57,129.245753,30.072956,5.086378,0.295267,0.707091
40,275,0.8,500,1000,1952.76,163.32,94.363617,6.26499,1.059642,0.150101,0.168473
60,250,0.6,150,750,2518.34,42.73,71.841806,0.880623,0.153049,0.0836,0.04823
40,350,0.4,1200,1750,2571.48,575.02,178.706764,4.337368,1.621819,0.67017,0.381091
40,400,0.8,1200,1750,3549.39,1017.48,218.428032,12.39113,2.103083,0.313652,0.288152
70,325,0.4,150,1750,5096.96,102.54,138.989703,0.47436,0.13442,0.098233,0.054705
50,325,0.1,400,1000,3452.19,83.32,112.338125,-0.906463,0.137686,0.192037,0.084707
28,250,0.8,1000,1500,781.33,362.92,87.523385,27.201518,5.494179,0.241726,0.775092
28,275,0.6,100,1000,1590.53,41.95,68.307993,0.947164,0.240878,0.131947,0.07798
60,300,1,500,2000,3513.47,403.44,159.882435,11.742099,1.430073,0.080867,0.185615
70,200,0.2,1000,250,1670.4,42.8,48.705412,-0.489536,0.223115,0.245224,0.092741
50,225,0.4,800,1250,1440.48,177.07,97.769053,4.401401,1.500252,0.636376,0.370966
70,225,0.4,200,1000,2406.67,46.01,77.323796,0.743779,0.214308,0.129207,0.075818
70,300,0.4,100,750,4172.71,43.43,90.587684,0.15861,0.045095,0.057843,0.02843
70,350,0.8,150,1750,5865.08,161.08,150.671351,1.531304,0.196235,0.076757,0.04849
40,325,0.2,50,1250,3036.05,35.76,97.150625,-0.055948,0.03658,0.078055,0.041021
60,300,0.4,800,750,3331.47,183.53,109.844571,1.371935,0.420989,0.250323,0.111438
40,325,0.2,1000,250,2626.55,74.18,66.41927,-0.223121,0.146383,0.16897,0.062821
70,300,0.1,150,1000,4211.71,42.75,102.739979,-0.339147,0.043376,0.081603,0.040704
70,350,0.4,150,250,5514.08,37.57,74.277069,0.058394,0.016538,0.032781,0.013532
60,325,1,0,500,4173.83,43.67,79.567856,-0.000183,-1.40E-05,0.060556,0.016303
40,250,0.6,50,1750,2062.4,46.78,81.313049,0.838798,0.178551,0.159814,0.082067
60,325,1,0,1750,4563.83,73.12,120.807438,-0.000183,-1.40E-05,0.101387,0.027713
28,300,0.8,150,1250,1883.59,81.91,84.624797,2.35756,0.477001,0.124338,0.101395
28,400,0.2,100,2000,3386.77,80.47,134.357999,-0.137097,0.110054,0.138464,0.07318
50,350,0.8,1200,1000,3584.84,533.19,157.003395,8.283472,1.255958,0.220996,0.172769
40,225,0.8,200,1250,1516.39,71.12,72.324883,4.685295,0.791058,0.141041,0.15167
70,400,0.4,200,1500,7478.93,147.02,168.079705,0.359338,0.101249,0.075406,0.041184
40,200,0.8,400,1250,1114.23,104.12,73.189447,11.863244,2.001128,0.158627,0.323349
30,275,0.2,800,1500,1269.57,174.73,103.768626,-1.773205,1.312778,0.937779,0.488503
28,350,0.8,1000,1250,1922.23,535.43,135.89173,11.530481,2.336232,0.363637,0.330013
40,350,0.6,400,1000,3221.48,154.74,113.619882,1.956462,0.416102,0.128348,0.089938
50,200,0.1,500,1000,1282.28,50.7,75.648608,-3.119624,0.462055,0.550076,0.252031
70,350,0.1,1200,1000,5143.58,258.29,169.228759,-1.971984,0.253911,0.343569,0.123479
60,250,1,0,1000,2654.84,32.65,73.500136,-0.000236,-1.80E-05,0.100087,0.027313
70,300,0.4,200,500,4081.71,46.3,80.687297,0.211542,0.06013,0.059552,0.029404
50,250,0.8,100,750,2147.37,39.31,66.216733,1.017542,0.153816,0.084625,0.045635
50,325,0.6,800,500,3296.19,174.13,92.87622,2.029933,0.386161,0.170092,0.079183
30,225,0.6,400,1250,1072.29,97.17,74.677092,6.830754,1.679859,0.299612,0.335832
60,400,0.2,400,750,6221.08,118.44,130.044973,-0.140407,0.077044,0.095244,0.041669
70,300,0.6,50,1000,4263.71,50.18,98.239979,0.251579,0.040465,0.063431,0.027474
40,200,0.6,0,1500,1452.23,19.83,56.478824,-0.000358,-3.30E-05,0.179085,0.067158
60,300,1,1000,1000,3201.47,466.15,136.182249,11.742099,1.430073,0.191616,0.175071
50,300,0.6,200,1000,3049.22,77.24,94.805782,1.191341,0.226657,0.09349,0.06119
60,350,0.6,100,1500,5066.21,98.72,132.047491,0.598935,0.104017,0.077191,0.039939
70,400,0.4,500,1250,7231.93,263.95,173.590072,0.74877,0.210946,0.130217,0.063184
28,400,1,400,1000,2970.77,233.41,117.49671,3.852417,0.689619,0.066964,0.097308
28,400,0.1,50,2000,3438.77,53.99,129.857999,-0.197607,0.040343,0.101217,0.055543
40,225,0.8,1200,250,1178.39,88.17,49.216808,5.622418,0.949276,0.187115,0.134334
30,325,0.1,200,750,2164.91,35.58,79.042195,-0.439002,0.086036,0.132056,0.064014
60,325,1,0,1500,4485.83,67.28,114.756707,-0.000183,-1.40E-05,0.09329,0.025303
60,400,0.4,1200,500,5987.08,229.71,128.811412,0.776408,0.236259,0.12831,0.05497
30,275,0.2,1200,1000,1113.57,181.47,94.319881,-1.773205,1.312778,0.96875,0.472002
28,325,0.8,0,250,1952.99,18.24,48.985016,-0.000268,-3.00E-05,0.054211,0.016587
60,300,0.4,400,1750,3591.47,174.47,141.381096,1.600624,0.491157,0.222021,0.137316
40,350,0.6,150,1000,3351.48,78.83,102.369882,0.733543,0.156026,0.082721,0.04849
70,200,0.1,100,1250,2047.4,22.56,69.672853,-0.659344,0.082496,0.149244,0.076221
50,325,0.4,400,1500,3504.19,166.03,134.990196,1.283162,0.430165,0.20062,0.121138
70,300,0.1,400,250,4003.71,36.86,64.969898,-0.226159,0.028913,0.06706,0.026723
60,275,0.4,800,2000,2643.14,354.22,161.700175,4.342043,1.336996,0.580258,0.330125
30,250,0.6,0,750,1405.42,15.69,53.00277,-0.000334,-3.60E-05,0.096207,0.035236
50,250,0.6,800,1750,1770.37,332.97,123.104426,12.007791,2.285774,0.517118,0.416617
50,275,0.4,0,1000,2687.95,22.77,77.412735,-0.000236,-2.00E-05,0.062791,0.027085
70,200,0.2,50,2000,2294.4,28.41,79.410824,-0.195977,0.089234,0.156353,0.083879
70,400,0.6,100,1500,7556.93,131.41,161.329705,0.424265,0.068225,0.062266,0.030161
50,350,0.8,100,1750,4351.84,121.93,132.001418,1.207847,0.183147,0.090985,0.051208
50,375,0.8,400,2000,4695.19,364.06,176.854079,4.807025,0.729317,0.109818,0.120184
60,200,1,50,250,1547.84,13.63,36.141929,0.331402,0.040109,0.064225,0.022275
70,250,0.4,200,1750,3097.32,83.16,108.99304,1.059848,0.303546,0.165695,0.101488
40,200,0.6,100,250,1049.23,10.4,32.206494,0.373521,0.079688,0.069302,0.034309
60,250,0.4,1200,1750,1796.84,384.2,136.277864,6.86978,2.124914,0.808057,0.50262
50,225,0.4,800,250,1544.48,50.07,47.474765,0.880051,0.300031,0.201428,0.083578
30,350,0.6,1000,750,2182.11,294.45,112.682473,4.236078,1.040279,0.330413,0.190189
60,200,0.2,200,250,1528.34,10.96,37.829429,-0.105985,0.052042,0.071679,0.03561
28,300,0.2,150,250,1649.59,14.58,46.242101,-0.047769,0.036841,0.058938,0.029799
50,250,0.1,500,500,1978.37,41.7,66.14731,-0.976901,0.146616,0.21094,0.087549
70,200,0.2,200,1000,1930.4,31.14,68.45676,-0.391683,0.178488,0.180186,0.093454
30,350,0.1,100,1000,2598.11,35.06,91.376428,-0.251242,0.049347,0.096825,0.049566
60,225,0.2,0,750,2118.58,11.69,58.967151,-0.000261,-2.00E-05,0.049294,0.026306
30,250,0.4,1000,250,1119.42,62.03,48.000068,1.156294,0.5059,0.292288,0.130466
40,225,1,800,250,1230.39,77.22,44.716808,5.130294,0.761741,0.150296,0.101955
60,300,1,400,1750,3591.47,287.42,141.381096,8.21941,1.001046,0.065462,0.137316
50,200,0.2,100,1500,1620.28,27.78,67.589969,-0.347664,0.187406,0.221165,0.119446
28,275,0.2,500,2000,1434.53,133.59,107.485322,-1.529586,1.172117,0.778138,0.457703
30,275,0.4,0,1250,1815.57,21.56,70.334137,-0.000305,-3.30E-05,0.099092,0.043842
50,200,0.4,50,750,1444.78,15.57,49.976215,0.207067,0.071235,0.100274,0.049688
70,325,0.6,1200,750,4453.46,326,136.384927,3.860328,0.62063,0.195165,0.10821
30,200,0.8,150,1500,1089.17,57.82,61.439417,6.164097,1.200652,0.227222,0.244283
60,375,0.1,150,1000,5618.63,59.1,125.550931,-0.231118,0.032189,0.065607,0.033122
70,325,0.4,200,750,4843.46,66.49,102.634927,0.27099,0.076806,0.06552,0.034196
40,325,1,800,2000,2470.55,712.85,164.879155,19.584382,2.924766,0.192261,0.347863
40,325,0.1,1000,500,2574.55,111.16,92.008925,-1.266765,0.215139,0.314632,0.115583
30,400,0.1,400,500,3123.54,61.52,89.807771,-0.381603,0.075331,0.120126,0.051574
40,400,0.2,400,1750,4277.39,187.93,166.537811,-0.401004,0.269677,0.235129,0.115902
50,325,0.4,0,1000,3660.19,31.72,94.338125,-0.000201,-1.70E-05,0.052786,0.022675
70,200,0.8,400,1250,1852.4,113.83,86.547853,8.96777,1.143502,0.140747,0.189282
28,250,1,800,2000,885.33,428.38,94.091416,39.691523,7.056072,-0.31183,0.842285
60,325,1,200,1750,4381.83,187.01,136.557438,3.497797,0.426517,0.071128,0.072646
70,250,0.8,800,1750,2551.32,425.12,148.89884,16.056824,2.051159,0.31722,0.300503
40,400,0.8,1200,250,4017.39,163.45,84.09209,1.770004,0.300426,0.064914,0.041184
30,200,1,500,1250,803.17,143.07,63.319344,23.453912,4.01311,-0.061667,0.512717
40,200,0.8,1200,1250,594.23,271.35,73.189447,35.590446,6.00345,0.10552,0.849932
60,225,0.6,500,2000,1988.58,201.6,120.144834,9.660401,1.679879,0.330203,0.326154
28,250,1,50,1500,1522.33,51.93,68.636065,1.860211,0.330716,0.194596,0.09724
30,200,1,50,1000,1024.17,27.95,47.077272,1.875933,0.321008,0.193805,0.096364
28,200,0.4,0,1000,1000.96,11.13,43.808115,-0.000428,-4.70E-05,0.143608,0.064818
40,225,0.8,0,1250,1646.39,23.93,61.074883,-0.00032,-3.00E-05,0.151337,0.048089
30,225,0.8,1000,1750,578.29,0.9,81.263166,37.873019,7.383449,-2.873509,0
40,325,0.6,150,1500,3029.55,96.41,110.374217,1.276515,0.27151,0.116404,0.07587
70,275,0.4,1200,1000,3014.33,287.26,140.60077,3.014914,0.859494,0.415553,0.202893
28,275,0.2,800,1750,1148.53,179.21,103.985459,-2.141295,1.640978,1.050903,0.607664
70,325,1,0,1750,5233.46,78.49,127.177203,-0.00017,-1.20E-05,0.093285,0.025303
70,250,0.6,400,1750,2915.32,171.12,124.74304,5.074109,0.81634,0.196867,0.167502
40,275,0.2,100,750,2095.76,24.5,68.667429,-0.096225,0.061513,0.090773,0.046638
30,400,0.6,150,1000,3305.54,89.43,108.561412,0.648075,0.159192,0.083124,0.048836
60,200,0.1,50,2000,2048.34,23.91,75.658859,-0.569796,0.076991,0.174586,0.096364
50,250,0.4,150,1250,2244.87,50.37,82.944613,0.671681,0.22765,0.145685,0.084773
50,325,0.2,1200,2000,2724.19,451.14,187.034358,-1.914101,1.124369,0.863369,0.403944
60,325,0.2,500,1750,4108.83,189.69,160.182438,-0.637162,0.341596,0.297269,0.140739
40,300,0.2,0,1500,2740.98,24.82,91.182249,-0.000242,-2.30E-05,0.065766,0.035657
28,350,0.8,500,1750,2273.23,339.03,141.687076,8.071262,1.635354,0.169601,0.249583
60,200,0.8,100,2000,1996.34,65.42,80.158859,3.874343,0.533621,0.185415,0.130984
40,225,0.8,200,1250,1516.39,71.12,72.324883,4.685295,0.791058,0.141041,0.15167
50,300,0.1,50,750,3055.72,21.79,79.647226,-0.100484,0.015168,0.0521,0.028237
40,250,1,200,1750,1925.9,124.97,93.125549,7.264093,1.08044,0.095995,0.169379
28,400,0.8,800,1000,2762.77,424.42,135.49671,5.641858,1.14452,0.229104,0.170126
50,400,1,800,1000,5015.23,543.97,156.710777,5.765935,0.772387,0.143535,0.100083
50,200,0.4,0,1750,1776.28,19.58,64.047853,-0.00032,-2.70E-05,0.141462,0.063659
28,400,0.2,150,1750,3276.27,88.53,131.713113,-0.179871,0.144454,0.15462,0.081973
40,225,0.8,1200,1750,710.39,395.79,93.9063,39.358844,6.64511,-0.090299,0.929603
40,325,0.4,500,1250,2743.55,170.67,122.463125,1.494404,0.560111,0.256485,0.150162
28,275,0.4,150,750,1506.03,33.99,63.035909,0.44662,0.201412,0.132173,0.076035
30,275,0.2,150,750,1601.07,27.45,64.384609,-0.166514,0.123043,0.1388,0.071607
60,275,0.8,400,750,2929.14,112.7,88.241174,3.069119,0.42385,0.093837,0.076035
